"screening_id","TI","AU","PY","SO","DOI","AB","screening_decision","screening_reason","screening_notes"
2152,"Design of Remote Experiment Platform of Communication Principle Based on Wireless Data Transmission Development and Verification","Liu, L.; Liu, L.; Peng, P.",2022,NA,"10.1109/ICISCET56785.2022.00080","The experiment of communication principle is the main teaching method to expand students' independent innovation ability and development. It is connected with the courses of signal and system and digital signal processing, which is of great significance to the establishment of students' whole knowledge system. This paper introduces a remote experiment platform of communication principle based on wireless data transmission. The platform is based on the architecture of client, server, virtual instrument. Students can log in to the experimental platform remotely through the campus network, and remotely operate the real experimental equipment, including generating various test signals, routing the signals to designated experimental modules, remotely collecting and analyzing experimental data, etc. The test results show that the platform can accurately and efficiently simulate the communication principle and hardware experiment, and realize the experimental teaching of virtual and real combination and network interaction. © 2022 IEEE.","exclude","I5: Domain relevance",""
2153,"A Fully Decentralized Architecture for Access Control Verification in Serverless Environments","Sabbioni, A.; Mazzocca, C.; Colajanni, M.; Montanari, R.; Corradi, A.",2022,NA,"10.1109/ISCC55528.2022.9912764","Serverless computing is a novel paradigm that has been widely adopted, in recent years, across many sectors due to its fine-grained scalability and fast time-to-market. This paradigm aims at offloading users from heavy burden tasks including those related to authentication and authorization. However, existing security mechanisms provided by cloud providers do not seem to be adequate to completely secure serverless platforms. In particular, typical access control solutions rely either on centralized authorization services or implement access control verification within the business logic. These approaches respectively degrade system performance and lead to security issues derived from the tight coupling among code and authorization verification. In this paper, we present a solution to address these problems with a fully decentralized architecture integrating access control verification in serverless environments. We implemented a prototype of the proposed architecture and evaluated its performance under different load conditions. Experiments show that our proposal outperforms other approaches. © 2022 IEEE.","exclude","I5: Domain relevance",""
2154,"Slicer: Verifiable, Secure and Fair Search over Encrypted Numerical Data Using Blockchain","Wu, H.; Song, R.; Kai, K.; Xiao, B.",2022,NA,"10.1109/ICDCS54860.2022.00118","Verifiable Searchable Symmetric Encryption (SSE) enables reliable search over encrypted, privacy-preserving data on untrusted clouds. Most existing SSE designs only focus on keyword-file search. However, a more difficult but useful search, range search over encrypted numerical values remains unsolved. Moreover, the fairness of search in the mutual distrusted scenario without public verification, where data users may maliciously deny the results after the local result verification, is not well addressed yet. In this paper, we take the first step to study the public verification problem atop the blockchain for encrypted numerical search. We design a novel verifiable SSE scheme named Slicer based on a Succinct Order-Revealing Encryption (SORE) scheme to achieve range search on numerical data. Our search results are verifiable, updated and privacy-preserving by SSE and maintaining the forward security. We illustrate the security and practicality of our design through rigorous analysis and extensive evaluations respectively. © 2022 IEEE.","exclude","I5: Domain relevance",""
2155,"Amanuensis: Provenance, privacy, and permission in TEE-enabled blockchain data systems","Hardin, T.; Kotz, D.",2022,NA,"10.1109/ICDCS54860.2022.00023","Blockchain technology is heralded for its ability to provide transparent and immutable audit trails for data shared among semi-trusted parties. With the addition of smart contracts, blockchains can track and verify arbitrary computations - which enables blockchain users to verify the provenance of information derived from data through the blockchain. This provenance comes at the cost of data confidentiality and user privacy, however, which is unacceptable for many sensitive applications. The need for verifiable yet confidential data sharing and computation has led some to add trusted execution environment (TEE) hardware to blockchain platforms. By moving sensitive operations (e.g., data decryption and analysis) off of the blockchain and into a TEE, they get both the confidentiality of TEEs and the transparency of blockchains without the need to completely trust any one party in the data-sharing ecosystem.In this paper, we build on our TEE-enabled blockchain data-sharing system, Amanuensis, to ensure the freshness of access-control lists shared between the blockchain and TEE, and to improve the privacy of users interacting within the system. We also detail how TEE-based remote attestation help us to achieve information provenance - specifically, how to achieve information provenance in the context of the Intel SGX trusted execution environment. Finally, we present an evaluation of our system, in which we test several real-world machine-learning applications (logistic regression, kNN, SVM) to determine the run-time overhead of information confidentiality and provenance. Each machine-learning program exhibited a slowdown between 1.1 and 2.8x when run inside of our confidential environment, and took an average of 59 milliseconds to verify the provenance of an input data set. © 2022 IEEE.","include","",""
2156,"Research and Application of the Internet of Things Service Platform Based on Semantic Network","Ren, M.",2022,NA,"10.4018/IJDST.308004","In order to study the internet of things service platform based on semantic network, a service-oriented clustering labeling method is proposed, firstly, a semantic web service similarity computing method is proposed to solve the shortcomings of the existing methods. This method describes the designed semantic web service annotation clustering algorithm based on AP algorithm. The distance matrix and related parameters of the algorithm are calculated and assigned according to the results of similarity calculation. The correctness of preference parameter selection will be compared and verified in the service discovery system. The greater the value of damping coefficient, the more iterations, and the slower the convergence rate. However, when the value of damping coefficient is 0.7, the number of iterations is moderate and the convergence rate is the best, which proves that this method has a better effect on service function matching. © © 2022, IGI Global.","exclude","I5: Domain relevance",""
2157,"A Platform to Generate FAIR Data for COVID-19 Clinical Research in Brazil","Borges, V.; de Oliveira, N.Q.; Rodrigues, H.F.; Campos, M.L.; Lopes, G.R.",2022,NA,"10.5220/0011066800003179","The COVID-19 pandemic and the global actions to address it have highlighted the importance of clinical care data for more detailed studies of the virus and its effects. Extracting and processing such data, in terms of confidentiality issues, is a challenge. In addition, the mechanisms necessary for their publication are aimed at reuse in research to better understand the effects of this pandemic or other viral outbreaks. This paper describes a modular, scalable, distributed, and flexible platform, based on a generic architecture, to promote the publication of FAIR clinical research data. This platform collects heterogeneous data from Electronic Health Records, transforms these data into interconnected and interoperable (meta)data that are processable by software agents, and publishes them through technological solutions such as repositories and FAIR Data Point. © © 2022 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved.","include","",""
2158,"Semantic Knowledge Management and Blockchain-based Privacy for Internet of Things Applications","Lamri, M.; Lyazid, L.",2022,NA,"10.26636/jtit.2022.161522","Design of distributed complex systems raises several important challenges, such as: confidentiality, data authentication and integrity, semantic contextual knowledge sharing, as well as common and intelligible understanding of the environment. Among the many challenges are semantic heterogeneity that occurs during dynamic knowledge extraction and authorization decisions which need to be taken when a resource is accessed in an open, dynamic environment. Blockchain offers the tools to protect sensitive personal data and solve reliability issues by providing a secure communication architecture. However, setting-up blockchain-based applications comes with many challenges, including processing and fusing heterogeneous information from various sources. The ontology model explored in this paper relies on a unified knowledge representation method and thus is the backbone of a distributed system aiming to tackle semantic heterogeneity and to model decentralized management of access control authorizations. We intertwine the blockchain technology with an ontological model to enhance knowledge management processes for distributed systems. Therefore, rather than relying on the mediation of a third party, the approach enhances autonomous decision-making. The proposed approach collects data generated by sensors into higher-level abstraction using n-ary hierarchical structures to describe entities and actions. Moreover, the proposed semantic architecture relies on hyperledger fabric to ensure the checking and authentication of knowledge integrity while preserving privacy. © 2022 National Institute of Telecommunications. All rights reserved.","exclude","I5: Domain relevance",""
2159,"A Blockchain-Based Efficient Data Integrity Verification Scheme in Multi-Cloud Storage","Zhang, Y.; Geng, H.; Su, L.; Lu, L.",2022,NA,"10.1109/ACCESS.2022.3211391","The cloud storage service provides the storage and access function for massive data, reducing the management cost for large amounts of data. The data integrity verification scheme in cloud storage can be employed to help users confirm the integrity of outsourced data. Although public data integrity verification schemes allow users to outsource data integrity verification to third-party auditor (TPA), there are still many problems with centralized TPA in terms of security and efficiency. In recent years, researchers have tried to apply blockchain technology to solve the centralization problem of traditional methods, but these schemes do not pay attention to the problem of efficiency degradation caused by the use of blockchain technology. This paper proposes an efficient data integrity verification scheme for multi-cloud storage services by using blockchain technology. The overall verification can verify the integrity of multiple CSPs, which solves the problems of low computational efficiency. Local verification can trace the source to the specific damaged CSP, which is more secure and reliable. In addition, this paper puts the data verification process directly in the blockchain for public execution and provides data integrity verification services without the assistance of any third-party audit platform, avoiding the security problems caused by untrusted TPA. Theoretical analysis and experiments verify the safety and effectiveness of the scheme. © 2013 IEEE.","exclude","I5: Domain relevance",""
2160,"FPLotto: A fair blockchain-based lottery scheme for privacy protection","Pan, Y.; Zhao, Y.; Liu, X.; Wang, G.; Su, M.",2022,NA,"10.1109/Blockchain55522.2022.00014","Aiming at the existence of a trusted third party in the traditional lottery and the privacy leakage of the current blockchain lottery scheme, we propose a fair blockchain-based lottery scheme for privacy protection, called FPLotto. Benefiting from a Lagrange interpolating polynomial over a finite field and a verifiable random function, lottery ticket of all users fairly contributes to the generation of winning numbers which is transparent and verifiable to anyone. The discrete logarithm, the one-way property of hash function and VRF provide security and avoid deliberate control of the lottery draw. Moreover, the mixing protocol based on zero-knowledge proofs hides lottery amount and bonus amount, and cuts off the connection among the lottery buyers and the winners for protecting the privacy of users. The scheme guarantees fairness, verifiability, and privacy without a trusted third party. Additionally, we propose a method of aggregation verification based on PLONK reducing the operating cost of lottery agency and speeding up the draw phase. © 2022 IEEE.","exclude","I5: Domain relevance",""
2161,"Monitoring Provenance of Delegated Personal Data with Blockchain","Ju, C.; Tang, W.; Chenli, C.; Lee, G.; Seo, J.H.; Jung, T.",2022,NA,"10.1109/Blockchain55522.2022.00013","Personal data are shared by their owners with service providers for different needs, and these data can be modified and further shared among other service providers. For transparency and accountability of such delegated data, a personal data provenance monitoring system recording how owners' data are propagated and modified is necessary. However, achieving this involves significant challenges, due to the decentralized relationship of different service providers. Therefore, we propose to use blockchain to track the provenance of owners' data. However, for privacy reasons, what service providers can upload to the blockchain is limited to some sharing records that do not reveal data contents, and blockchain peers must validate them without actual data contents. We propose a new extended vector commitment (EVC) scheme for monitoring personal data provenance in third-party services. Unlike existing vector commitment (VC) schemes, EVC has extended algorithms that keep data contents secret against verifiers. We use the EVC scheme to develop a system that allows (1) blockchain peers to check the consistency between insertion/deletion operations and sharing records and (2) data owners to monitor the provenance of delegated personal data. Our experiment with Hyperledger Fabric and real implementations shows that the extra overhead is negligible in most processes and well acceptable in others. © 2022 IEEE.","include","",""
2162,"PrivChain: Provenance and Privacy Preservation in Blockchain enabled Supply Chains","Malik, S.; Dedeoǧlu, V.; Kanhere, S.S.; Jurdak, R.",2022,NA,"10.1109/Blockchain55522.2022.00030","Blockchain offers traceability and transparency to supply chain event data and hence can help overcome many challenges in supply chain management. However, data privacy concerns such as the protection of trade secrets have hindered adoption of blockchain technology. Although consortium blockchains only allow authorised supply chain entities to read/write to the ledger, privacy preservation of trade secrets cannot be ascertained. In this work, we propose a privacy-preservation framework, PrivChain, to protect sensitive data on blockchain using zero knowledge proofs. PrivChain provides provenance and traceability without revealing any sensitive information to end-consumers or supply chain entities. Its novelty stems from: a) its ability to allow data owners to protect trade related information and instead provide proofs on the data, and b) its integrated incentive mechanism for entities providing valid proofs using Zero Knowledge Range Proofs (ZKRPs) to provide origin information without disclosing the exact location of a supply chain product. Furthermore, the framework allows to compute proofs and commitments off-line, decoupling the computational overhead from blockchain. The proof verification process and incentive payment initiation are automated using blockchain transactions, smart contracts, and events. A proof of concept implementation on Hyperledger Fabric reveals a minimal overhead of using PrivChain for blockchain enabled supply chains. © 2022 IEEE.","exclude","E2: Non-research context",""
2163,"FAIR Data APIs in the FAIR in Vivo Data Sharing Platform","Schwagereit, F.; Romacker, M.; Richard, F.; Trypuz, R.; Liener, T.; Roche, O.",2022,NA,"","Exposing and integrating data and its metadata in an industry production setting is challenging due to the amount of data and the number of systems, technologies, and people involved. We propose FAIR data APIs, based on REST endpoints and JSON-LD, as a method to accomplish machine-actionable interoperability and semantic awareness. This paper demonstrates a concrete implementation of such a FAIR data API as we discuss Roche's FAIR in vivo data sharing platform (FISH). © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0)","include","",""
2164,"CALLISTO: A Semantics-Based Platform for Sharing FAIR Scientific Data","Louge, T.; Courcelle, E.; Sibilla, M.; Aussenac-Gilles, N.; Marteau, C.; Braza, M.; Tô, J.-B.; Orgogozo, L.",2022,NA,"","In this paper, the platform CALLISTO (CALmip Launches an Interface for a Semantic Toolbox Online, https://callisto.calmip.univ-toulouse.fr/) is presented, aiming at open science construction around semantic description of scientific data, software and papers. This work aims tackling the needs for a fine-grained description of multi-disciplinary scientific collaborations, from data creation to cross-fertilization. A framework for hosting comprehensive and semantic metadata for multi-disciplinary scientific teams is proposed. The platform provides a user-friendly online interface for data description, browsing and access. This research has been conducted in collaboration with the multi-disciplinary dataNooS academic alliance. CALLISTO is developed and maintained at the computing centre CALMIP. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0)","include","",""
2165,"Enabling Biomedical Semantic Knowledge Resource's Paths with the K-Ware Platform","Thiao-Layel, B.; Jouhet, V.; Blin, G.; Diallo, G.",2022,NA,"10.1109/ICHI54592.2022.00092","The wide adoption of digital technologies has increased the availability of coding systems and other metadata to annotate health-related data. However, most of these resources are based on the W3C RDF standard language. Their levels of formalism are pretty heterogeneous, making them challenging to handle jointly in the scope of a particular project (aligning/mapping, browsing/navigating, visualizing, etc.). Indeed, these vocabularies having different objectives, are based on standards such as RDF for their persistence, and even use extensions such as SKOS to manipulate terminologies or OWL for ontologies that we want to preserve. Our Knowledge Warehouse platform provides a framework for managing these differences without distorting them. As an example, we will see in this article how K-Ware manages semantic metadata in an abstract way within the OWL Gene Ontology GO resource for handling browsing relations and be able to define pattern for some of the GO reasoning rules. © 2022 IEEE.","include","",""
2166,"ProML: A Decentralised Platform for Provenance Management of Machine Learning Software Systems","Tran, N.; Sabir, B.; Ali Babar, M.A.; Cui, N.; Abolhasan, M.; Lipman, J.",2022,NA,"10.1007/978-3-031-16697-6_4","Large-scale Machine Learning (ML) based Software Systems are increasingly developed by distributed teams situated in different trust domains. Insider threats can launch attacks from any domain to compromise ML assets (models and datasets). Therefore, practitioners require information about how and by whom ML assets were developed to assess their quality attributes such as security, safety, and fairness. Unfortunately, it is challenging for ML teams to access and reconstruct such historical information of ML assets (ML provenance) because it is generally fragmented across distributed ML teams and threatened by the same adversaries that attack ML assets. This paper proposes ProML, a decentralised platform that leverages blockchain and smart contracts to empower distributed ML teams to jointly manage a single source of truth about circulated ML assets’ provenance without relying on a third party, which is vulnerable to insider threats and presents a single point of failure. We propose a novel architectural approach called Artefact-as-a-State-Machine to leverage blockchain transactions and smart contracts for managing ML provenance information and introduce a user-driven provenance capturing mechanism to integrate existing scripts and tools to ProML without compromising participants’ control over their assets and toolchains. We evaluate the performance and overheads of ProML by benchmarking a proof-of-concept system on a global blockchain. Furthermore, we assessed ProML’s security against a threat model of a distributed ML workflow. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","include","",""
2167,"Blockchain-Based Secure and Trusted Distributed International Trade Big Data Management System","Lian, G.",2022,NA,"10.1155/2022/7585288","As an object of rapid development of Internet technology in recent years, network security has attracted more and more attention from people from all walks of life and has gradually become a topic in international trade activities. The application of blockchain is also extremely extensive, involving many aspects, such as the development of the metaverse game engine and bank financing. With the launch of the Belt and Road strategy, trade exchanges have become more and more frequent, and at the same time, cross-border e-commerce, a new type of industry that applies Internet information technology, has emerged. The application of blockchain technology to international trade big data processing can not only improve the utilization rate of massive transaction information resources shared by enterprises, governments, financial institutions, and other institutions, but also reduce enterprise costs. The use of blockchain improves the efficiency of data storage, reduces the degree of encryption, and reduces the amount of database access and server resource occupation. This paper mainly studied the application of blockchain in international trade big data system, introduced its secure and trusted distributed network architecture, and analyzed its performance. The experimental results showed that the performance of the decentralized manager was better than that of the centralized manager when processing a large amount of data. The peak throughput of the decentralized manager was about 450 pcs/sec and the peak throughput of the centralized manager was about 150 pcs/sec. And the performance of the storage system in the local area network was better than that in the public network. © 2022 Guohua Lian.","exclude","E2: Non-research context",""
2168,"Fine-Grained Query Authorization With Integrity Verification Over Encrypted Spatial Data in Cloud Storage","Tian, F.; Wu, Z.; Gui, X.; Ni, J.; Shen, X.S.",2022,NA,"10.1109/TCC.2020.3010915","In this article, a fine-grained query authorization scheme with integrity verification is proposed over encrypted spatial data for location-based services (LBS). The fine-grained query authorization is enabled based on a distribution of the spatial data by employing a non-uniform partition in the spatial domain to generate a density-based space filling curve (DSC), which can be used to generate index values for querying and transformation keys. The transformation keys can be used to generate query tokens for a secure spatial query as well as construct a transformation key tree whose subtree can be distributed by the LBS provider to an authorized user as transformation key for query tokens generation. Furthermore, the proposed scheme constructs a Merkle quad tree (MQ-tree) to support integrity verification by aggregating a digest of the spatial data based on the DSC and employing the MQ-tree as a verification structure. The LBS provider can share a subtree of the MQ-tree to authorized user as his verification structure, which corresponds to the transformation key of the authorized user. In this way, the authorized user can only generate the valid query tokens and verify the query results in his authorized region. The security properties of the proposed scheme is discussed, and extensive experimental results demonstrate the high efficiency of verification structure generation and verification operations. © 2013 IEEE.","exclude","I5: Domain relevance",""
2169,"Neuroscout, a unified platform for generalizable and reproducible fMRI research","De La Vega, A.; Rocca, R.; Blair, R.W.; Markiewicz, C.J.; Mentch, J.; Kent, J.D.; Herholz, P.; Ghosh, S.S.; Poldrack, R.A.; Yarkoni, T.",2022,NA,"10.7554/eLife.79277","Functional magnetic resonance imaging (fMRI) has revolutionized cognitive neuroscience, but methodological barriers limit the generalizability of findings from the lab to the real world. Here, we present Neuroscout, an end-to-end platform for analysis of naturalistic fMRI data designed to facilitate the adoption of robust and generalizable research practices. Neuroscout leverages state-of-the-art machine learning models to automatically annotate stimuli from dozens of fMRI studies using naturalistic stimuli—such as movies and narratives—allowing researchers to easily test neuroscientific hypotheses across multiple ecologically-valid datasets. In addition, Neuroscout builds on a robust ecosystem of open tools and standards to provide an easy-to-use analysis builder and a fully automated execution engine that reduce the burden of reproducible research. Through a series of meta-analytic case studies, we validate the automatic feature extraction approach and demonstrate its potential to support more robust fMRI research. Owing to its ease of use and a high degree of automation, Neuroscout makes it possible to overcome modeling challenges commonly arising in naturalistic analysis and to easily scale analyses within and across datasets, democratizing generalizable fMRI research. © de la Vega, Rocca et al.","exclude","I4: Technical implementation",""
2170,"Exploiting Probabilistic Trace Expressions for Decentralized Runtime Verification with Gaps","Ancona, D.; Ferrando, A.; Mascardi, V.",2022,NA,"","Multiagent Systems (MASs) are distributed systems composed by autonomous, reactive, proactive, heterogeneous communicating entities. In order to dynamically verify the behavior of such complex systems, a decentralized solution able to scale with the number of agents is necessary. When, for physical, infrastructural, or legal reasons, the monitor is not able to observe all the events emitted by the MAS, gaps are generated. In this paper we present a runtime verification decentralized approach to handle observation gaps in a MAS. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 Interna-","exclude","I5: Domain relevance",""
2171,"Implementation of Blockchain Domain Control Verification (B-DCV)","Khoury, D.; Balian, P.; Kfoury, E.",2022,NA,"10.1109/TSP55681.2022.9851252","Security in the communication systems rely mainly on a trusted Public Key Infrastructure (PKI) and Certificate Authorities (CAs). Besides the lack of automation, the complexity and the cost of assigning a signed certificate to a device, several allegations against CAs have been discovered, which has created trust issues in adopting this standard model for secure systems. The automation of the servers certificate assignment was achieved by the Automated Certificate Management Environment (ACME) method, but without confirming the trust of assigned certificate. This paper presents a complete tested and implemented solution to solve the trust of the Certificates provided to the servers by using the blockchain platform for certificate validation. The Blockchain network provides an immutable data store, holding the public keys of all domain names, while resolving the trust concerns by applying an automated Blockchain-based Domain Control Validation (B-DCV) for the server and client server verification. The evaluation was performed on the Ethereum Rinkeby testnet adopting the Proof of Authority (PoA) consensus algorithm which is an improved version of Proof of Stake (Po S) applied on Ethereum 2.0 providing superior performance compared to Ethereum 1.0. © 2022 IEEE.","exclude","I5: Domain relevance",""
2172,"Research on personnel data management model based on blockchain","Wu, N.; Mu, C.; Sheng, K.; Liu, H.; He, Y.; Liu, T.",2022,NA,"10.1109/ICMSP55950.2022.9859216","With the development of society, the importance of personnel data has becoming more and more important. In recent years, many problems have been exposed in personnel data management: First, the security of data can not be guaranteed. Second, it is difficult to share data in time. Third, personnel data are opaque to the person concerned and lack supervision. To solve these problems, this paper proposes a personnel data management model based on blockchain, which solves the problem of insufficient block storage space by building key-on-chain data model, and effectively makes use of the characteristics of blockchain, such as decentralization, strong tamper resistance and information traceability to protect the security and authenticity of personnel files. The distributed ledger of different nodes can share data in time. Finally, Attribute-Based Access Control (ABAC) is deployed on the smart contract to realize fine-grained access control. © 2022 IEEE.","include","",""
2173,"Open Science in the Cloud: The CloudFAIR Architecture for FAIR-compliant Repositories","de Carvalho Castro, J.P.C.; Romero, L.M.F.; Carniel, A.C.; Aguiar, C.D.",2022,NA,"10.1007/978-3-031-15743-1_6","Fulfilling the FAIR Principles is a challenge that requires the management of research data and metadata considering the inherent big data complexity of volume, variety, and velocity. A suitable solution to deal with this problem is to combine a software reference architecture with a cloud computing environment. In this paper, we propose CloudFAIR, a novel Open Science architecture with an infrastructure located entirely in the cloud, which unburdens scientists in data and metadata management and improves performance. CloudFAIR also addresses security issues related to data encryption. We conducted performance tests with a real-world dataset to assess the efficiency of CloudFAIR. Compared to BigFAIR, the proposed architecture provided performance gains that ranged from 41.03% up to 75.95% when the issued queries required the retrieval of both data and metadata. © 2022, Springer Nature Switzerland AG.","include","",""
2174,"Blockchain-Based Academic Certificate Verification System—A Review","Pathak, S.; Gupta, V.; Malsa, N.; Ghosh, A.; Shaw, R.N.",2022,NA,"10.1007/978-981-19-2980-9_42","Educational certificates, marriage registration records, students’ records, healthcare records, and other types of information can all be recorded in a transparent and safe manner using blockchain technology. Professional, educational, and extracurricular certifications can be used to assess a student’s achievements. Students can utilise these academic qualifications to exhibit their professional development and personal qualities. Such documents can be stored and maintained using blockchain technology. This clearly shows that this technology is essential to keep digital assets safe so that anybody can use them without fear of losing data and to maintain them up to date at a low cost. A review of several blockchain-based digital certificate verification systems is presented in this study. The blockchain system employs a variety of blockchain platforms, an owner authentication technique, and blockchain technology to store students’ academic records as blocks. Various papers based on academic certification have been examined and compared in terms of their goals as well as potential process issues in the future. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","exclude","I5: Domain relevance",""
2175,"Design and Implementation of Geological Data Management Platform based on WebGIS","Huang, J.; Li, P.; Lou, Y.; Pei, Y.",2022,NA,"10.1109/ICGMRS55602.2022.9849234","China Geological Survey (CGS) has accumulated a large number of geological data in its geological survey activities, but the relevant geological data exists in a variety of forms and data formats, with low utilization and difficulty in sharing, which is not conducive to the rapid inquiry and mining and utilization of geological data. Relying on different types of geological data produced by CGS, this paper uses ArcGIS Server, Web Service, Ajax, Memcached, and other computers and GIS technologies to complete the digitization, integration and includes standardized management of different types of geological data such as article reports, geological maps, geological vector data and geological remote sensing image data. In this paper, a WebGIS-based geological data management and display platform is developed to achieve a one-stop service for geological data collection, storage, query and visualization, which can quickly respond to scientific researchers to view geological data and multidimensional statistical analysis needs. The experiment proves that the platform can effectively improve the information technology level of geological data management and the working efficiency of researchers. © 2022 IEEE.","exclude","I4: Technical implementation",""
2176,"An FPGA-Based Verification Platform for High-Speed Interface IPs","Chen, C.-Z.; Liu, X.; Wu, H.",2022,NA,"10.1109/CSTIC55103.2022.9856833","Multiple CMOS ICs for die-2-die (D2D, or chip-2-chip, C2C) integration, typically using 65nm to 7nm processes, are assembled in today's SoC designs. The interconnection between CPU and high-speed interface (I/F) IPs SerDes and memory (DDR or Flash memory), are through HBM, 2.5D and/or SiP following PCIe 4.0 or NVMe protocols. For high-data rate at 100 Gbps (25Gbps times 4 channels) or above communications, D2D is including silicon to photonics (SiPh) ICs, progressing to chiplet technology, to enable heterogeneous CMOS and SiPh integration possible. In either or both of D2D and/or CMOS (si-to-si) to SiPh substrate, data transmissions of the chiplet intra-connection are to be tested, verified and validated. An effective verification FPGA-based platform fit to serve this purpose. This study proposes a customized FPGA platform, for the verification of high-speed I/F IPs, at 100 Gbps and opt to 400 Gbps (100 text{Gbps}times 4 channels), its output to a network interface card (NIC, Ethernet 4.0) is tenable to a photonics module via RX/receiver IC and Tx/driver IC of a PAM4-based SerDes. The performance and features of data transferring parameters, such as Bit Error Rate (BER), bandwidth and latency can be measured and validated for proposed applications. © 2022 IEEE.","exclude","I5: Domain relevance",""
2177,"A Knowledge Storage and Semantic Space Alignment Method for Multi-documents Dialogue Generation","Zhu, M.; Li, B.; Xia, F.; Weng, Y.",2022,NA,"10.18653/v1/2022.dialdoc-1.14","Question Answering (QA) is a Natural Language Processing (NLP) task that can measure language and semantics understanding ability, it requires a system not only to retrieve relevant documents from a large number of articles but also to answer corresponding questions according to documents. However, various language styles and sources of human questions and evidence documents form the different embedding semantic spaces, which may bring some errors to the downstream QA task. To alleviate these problems, we propose a framework for enhancing downstream evidence retrieval by generating evidence, aiming at improving the performance of response generation. Specifically, we take the pre-training language model as a knowledge base, storing documents' information and knowledge into model parameters. With the Child-Tuning approach being designed, the knowledge storage and evidence generation avoid catastrophic forgetting for response generation. Extensive experiments carried out on the multi-documents dataset show that the proposed method can improve the final performance, which demonstrates the effectiveness of the proposed framework. © 2022 Association for Computational Linguistics","exclude","I4: Technical implementation",""
2178,"Blockchain Data Management for IoT Applications","Drakatos, P.",2022,NA,"10.1109/MDM55031.2022.00076","The Internet of Things (IoT) revolution has significantly increased the number of sensor-enabled devices in an ever-growing spectrum of intelligent surroundings. A critical component of future IoT scenarios is the necessity for all devices to function cooperatively, openly, immutably, properly, and with performance guarantee. The community has advocated using blockchain databases to address these concerns, however present blockchain designs suffer from performance limitations. The objective of this Ph. D. research is to propose SCULPT, a unique permissioned blockchain database system that abstracts machine learning models into fundamental data blocks that are then stored and retrieved from the blockchain. As such, it doesn't store detailed records on a medium, like blockchains, which is fundamentally very slow due to the expensive verification process. SCULPT consensus protocol incorporates technological advances, particularly the concept of Proof-of-Federated-Learning (PoFL). The SCULPT prototype system is built on the Hyperledger Fabric blockchain platform, which has shown impressive first results. © 2022 IEEE.","include","",""
2179,"A Patient-Centric Healthcare Framework Reference Architecture for Better Semantic Interoperability Based on Blockchain, Cloud, and IoT","Gohar, A.N.; AbdelMawgoud, S.A.; Farhan, M.S.",2022,NA,"10.1109/ACCESS.2022.3202902","Due to the distributed and non-integrated nature of the healthcare systems which results from the application-centric view it leads to a challenging task to manage healthcare data exchange (heterogeneity problem). On the other hand, Blockchain technologies are emerging as promising and cost-effective means to meet some of these requirements due to their inherent design properties, such as secure cryptography and a resilient peer-to-peer network. Likewise, Blockchain-based applications can benefit the healthcare domain via their properties of asset sharing, and audit trails of data access. Existing work mainly pays attention to centralized and blockchain-based mechanisms. But it doesn't realize the increase need for better data interoperability amount multiple healthcare systems and services. This requires shifting from the application-centric solutions toward the patient-centric solutions. This paper presents A secure and efficient framework based on Blockchain, Cloud, and IoT named Patient-Centric Healthcare Framework (PCH) for better healthcare systems interoperability. A tiered-based architecture (5 tiers) with collaboration is designed for the feasible realization of PCH. Also, the design and implementation aspects start from the layering diagram, system context, and detailed reference architecture that emphasizes the detailed component topology and interactions within the framework. An electronic medical record is used to show how healthcare data is processed with the required security considerations. Then, an evaluation of PCH against the existing Blockchain-based healthcare frameworks is conducted. The results analysis demonstrates that PCH offers practical solutions to protect healthcare data and support efficient data sharing with better interoperability. © 2013 IEEE.","include","",""
2180,"A VERIFICATION OF ENERGY SAVINGS IN AIR COMPRESSORS UNDER LOAD/UNLOAD CONDITIONS THROUGH RECEIVER STORAGE","Nevills, M.C.; Taylor, A.; Cunningham, G.; Languri, E.",2022,NA,"","Energy efficiency has become an increasingly important sector for industries to focus on due to both the major economic incentives present and the environmental benefits of reducing carbon footprint. In air compressor systems, many control schemes exist for managing compressor output levels such that a target pressure or the pressure band that is maintained through the varying loading conditions present in any industrial setting. Despite the recent adoptions of variable frequency drives (VFDs) and slider valve by many industrial settings, “Load/Unload” systems still see common use due to the relatively high efficiency for the cost associated with them. There is a common graph, often called the “Banana Curve”, used as reference for potential energy savings within Load/Unload systems where increasing system storage grants greater energy efficiency, though with some diminishing returns. The goal of this paper is to verify the available graphs since original testing data is not available. Additionally, it is within the scope of the paper to help describe why the energy savings occur when storage is increased. Outcomes of this study could help engineers to quantify the savings in energy and cost of compressed air systems in a more accurate way. © 2022 Begell House Inc.. All rights reserved.","exclude","I5: Domain relevance",""
